order_id,customer_id,order_date,channel,region,currency,gross_revenue_eur,discount_eur,net_revenue_eur,units
ORD-50036,C-25692,2026-06-03,web,FR,EUR,448.80,0.00,448.80,1
ORD-50037,C-15161,2026-06-03,web,FR,EUR,145.98,29.20,116.78,1
ORD-50038,C-44911,2026-06-03,web,FR,EUR,362.04,0.00,362.04,2
ORD-50039,C-20821,2026-06-03,web,EU,EUR,249.12,49.82,199.30,3
ORD-50040,C-37730,2026-06-03,web,EU,EUR,272.18,54.44,217.74,2
ORD-50041,C-30428,2026-06-03,web,EU,EUR,448.72,0.00,448.72,4
ORD-50042,C-38711,2026-06-03,web,EU,EUR,477.87,0.00,477.87,4
ORD-50043,C-14196,2026-06-03,web,EU,EUR,93.24,0.00,93.24,3
ORD-50044,C-25080,2026-06-03,web,EU,EUR,49.26,9.85,39.41,2
ORD-50045,C-25003,2026-06-03,web,EU,EUR,43.16,0.00,43.16,1
ORD-50046,C-14643,2026-06-03,web,EU,EUR,438.38,0.00,438.38,2
ORD-50047,C-24040,2026-06-03,web,EU,EUR,162.53,16.25,146.28,2
ORD-50048,C-47762,2026-06-03,web,EU,EUR,358.28,71.66,286.62,4
ORD-50049,C-36677,2026-06-03,web,EU,EUR,146.92,14.69,132.23,2
ORD-50050,C-33219,2026-06-03,web,EU,EUR,81.50,8.15,73.35,4
ORD-50051,C-16449,2026-06-03,web,EU,EUR,220.89,0.00,220.89,1
ORD-50052,C-17161,2026-06-03,web,EU,EUR,217.15,0.00,217.15,2
ORD-50053,C-39400,2026-06-03,web,EU,EUR,124.30,24.86,99.44,2
ORD-50054,C-40318,2026-06-03,web,EU,EUR,225.63,0.00,225.63,2
ORD-50055,C-39041,2026-06-03,web,EU,EUR,424.77,0.00,424.77,1
ORD-50056,C-10967,2026-06-03,web,EU,EUR,62.26,12.45,49.81,1
ORD-50057,C-20899,2026-06-03,web,EU,EUR,447.60,0.00,447.60,4
ORD-50058,C-36282,2026-06-03,web,EU,EUR,253.68,0.00,253.68,1
ORD-50059,C-35586,2026-06-03,web,EU,EUR,112.44,0.00,112.44,3
ORD-50060,C-28694,2026-06-03,web,EU,EUR,447.67,44.77,402.90,4
ORD-50061,C-41894,2026-06-03,web,EU,EUR,346.50,69.30,277.20,2
ORD-50062,C-13832,2026-06-03,web,EU,EUR,123.56,0.00,123.56,1
ORD-50063,C-13286,2026-06-03,web,EU,EUR,369.11,0.00,369.11,4
ORD-50064,C-20317,2026-06-03,web,EU,EUR,261.25,52.25,209.00,1
ORD-50065,C-22178,2026-06-03,web,EU,EUR,462.74,0.00,462.74,1
ORD-50066,C-36461,2026-06-03,web,EU,EUR,301.82,0.00,301.82,1
ORD-50067,C-26135,2026-06-03,web,EU,EUR,454.30,90.86,363.44,1
ORD-50068,C-48251,2026-06-03,web,EU,EUR,312.53,31.25,281.28,3
ORD-50069,C-30590,2026-06-03,web,EU,EUR,451.27,0.00,451.27,2
ORD-50070,C-29660,2026-06-03,web,EU,EUR,156.87,0.00,156.87,4
ORD-50071,C-10610,2026-06-03,web,EU,EUR,179.12,0.00,179.12,4
ORD-50072,C-16552,2026-06-03,web,EU,EUR,313.31,62.66,250.65,1
ORD-50073,C-27380,2026-06-03,web,EU,EUR,276.56,55.31,221.25,2
ORD-50074,C-26009,2026-06-03,web,EU,EUR,450.63,0.00,450.63,3
ORD-50075,C-45600,2026-06-03,web,EU,EUR,165.39,16.54,148.85,3
ORD-50076,C-10512,2026-06-03,web,EU,EUR,309.14,61.83,247.31,3
ORD-50077,C-18800,2026-06-03,web,EU,EUR,449.97,0.00,449.97,3
ORD-50078,C-46256,2026-06-03,web,EU,EUR,90.79,0.00,90.79,2
ORD-50079,C-23803,2026-06-03,web,EU,EUR,159.83,31.97,127.86,3
ORD-50080,C-43122,2026-06-03,web,EU,EUR,129.58,0.00,129.58,4
ORD-50081,C-16048,2026-06-03,web,EU,EUR,150.49,0.00,150.49,4
ORD-50082,C-10232,2026-06-03,web,EU,EUR,404.91,0.00,404.91,3
ORD-50083,C-20589,2026-06-03,web,EU,EUR,379.29,0.00,379.29,4
ORD-50084,C-46759,2026-06-03,web,EU,EUR,282.74,28.27,254.47,1
ORD-50085,C-45755,2026-06-03,web,EU,EUR,89.22,0.00,89.22,1
ORD-50086,C-46210,2026-06-03,web,EU,EUR,407.22,81.44,325.78,2
ORD-50087,C-30202,2026-06-03,web,EU,EUR,229.11,0.00,229.11,3
ORD-50088,C-33449,2026-06-03,web,EU,EUR,435.55,0.00,435.55,2
ORD-50089,C-33178,2026-06-03,web,EU,EUR,340.11,0.00,340.11,4
ORD-50090,C-25514,2026-06-03,web,EU,EUR,468.49,0.00,468.49,2
ORD-50091,C-37020,2026-06-03,web,EU,EUR,469.53,0.00,469.53,1
ORD-50092,C-36982,2026-06-03,web,EU,EUR,118.92,0.00,118.92,2
ORD-50093,C-35070,2026-06-03,web,EU,EUR,157.39,0.00,157.39,1
ORD-50094,C-23079,2026-06-03,web,EU,EUR,417.78,0.00,417.78,4
ORD-50095,C-24609,2026-06-03,web,EU,EUR,193.85,0.00,193.85,1
ORD-50096,C-31512,2026-06-03,web,EU,EUR,330.41,33.04,297.37,3
ORD-50097,C-33012,2026-06-03,web,EU,EUR,420.32,0.00,420.32,4
ORD-50098,C-11808,2026-06-03,web,UK,EUR,411.21,0.00,411.21,1
ORD-50099,C-21702,2026-06-03,web,UK,EUR,425.90,0.00,425.90,3
ORD-50100,C-38479,2026-06-03,web,UK,EUR,56.83,11.37,45.46,3
ORD-50101,C-38599,2026-06-03,web,UK,EUR,360.56,0.00,360.56,1
ORD-50102,C-22457,2026-06-03,web,UK,EUR,209.49,41.90,167.59,3
ORD-50103,C-10110,2026-06-03,web,UK,EUR,59.53,5.95,53.58,2
ORD-50104,C-31639,2026-06-03,web,UK,EUR,200.26,0.00,200.26,3
ORD-50105,C-29681,2026-06-03,web,UK,EUR,331.89,0.00,331.89,3
ORD-50106,C-36371,2026-06-03,web,UK,EUR,333.43,0.00,333.43,3
ORD-50107,C-37554,2026-06-03,web,UK,EUR,283.94,0.00,283.94,4
ORD-50108,C-47296,2026-06-03,web,UK,EUR,338.02,0.00,338.02,3
ORD-50109,C-29914,2026-06-03,web,UK,EUR,218.67,0.00,218.67,3
ORD-50110,C-49758,2026-06-03,web,UK,EUR,132.48,26.50,105.98,3
ORD-50111,C-24005,2026-06-03,web,UK,EUR,244.59,24.46,220.13,4
ORD-50112,C-15557,2026-06-03,web,UK,EUR,389.24,0.00,389.24,3
ORD-50113,C-31966,2026-06-03,web,UK,EUR,266.80,53.36,213.44,1
ORD-50114,C-30343,2026-06-03,web,UK,EUR,400.11,0.00,400.11,2
ORD-50115,C-11600,2026-06-03,web,UK,EUR,394.89,0.00,394.89,1
ORD-50116,C-14772,2026-06-03,web,UK,EUR,147.73,14.77,132.96,4
ORD-50117,C-22742,2026-06-03,web,UK,EUR,222.35,44.47,177.88,4
ORD-50118,C-19671,2026-06-03,web,UK,EUR,257.53,0.00,257.53,1
ORD-50119,C-37862,2026-06-03,web,UK,EUR,432.77,0.00,432.77,2
ORD-50120,C-40444,2026-06-03,web,UK,EUR,117.39,23.48,93.91,1
ORD-50121,C-39914,2026-06-03,web,UK,EUR,285.26,0.00,285.26,2
ORD-50122,C-46629,2026-06-03,web,UK,EUR,392.62,78.52,314.10,3
ORD-50123,C-43081,2026-06-03,web,UK,EUR,458.02,45.80,412.22,4
ORD-50124,C-39223,2026-06-03,web,UK,EUR,405.45,81.09,324.36,2
ORD-50125,C-39495,2026-06-03,web,UK,EUR,367.21,36.72,330.49,3
ORD-50126,C-44163,2026-06-03,web,UK,EUR,370.78,0.00,370.78,4
ORD-50127,C-38827,2026-06-03,web,UK,EUR,315.77,0.00,315.77,1
ORD-50128,C-27807,2026-06-03,web,UK,EUR,353.96,0.00,353.96,3
ORD-50129,C-15280,2026-06-03,web,UK,EUR,180.67,36.13,144.54,2
ORD-50130,C-20014,2026-06-03,web,UK,EUR,106.37,10.64,95.73,2
ORD-50131,C-31684,2026-06-03,web,UK,EUR,68.26,6.83,61.43,4
ORD-50132,C-35524,2026-06-03,web,US,EUR,131.01,13.10,117.91,1
ORD-50133,C-34928,2026-06-03,web,US,EUR,416.96,83.39,333.57,4
ORD-50134,C-29569,2026-06-03,web,US,EUR,42.59,0.00,42.59,4
ORD-50135,C-45272,2026-06-03,web,US,EUR,415.52,41.55,373.97,2
ORD-50136,C-38562,2026-06-03,web,US,EUR,254.82,0.00,254.82,4
ORD-50137,C-36497,2026-06-03,web,US,EUR,52.77,0.00,52.77,2
ORD-50138,C-45004,2026-06-03,web,US,EUR,409.82,0.00,409.82,1
ORD-50139,C-46987,2026-06-03,web,US,EUR,439.05,87.81,351.24,1
ORD-50140,C-18893,2026-06-03,web,US,EUR,76.94,7.69,69.25,4
ORD-50141,C-34844,2026-06-03,web,US,EUR,119.96,0.00,119.96,3
ORD-50142,C-32118,2026-06-03,web,US,EUR,133.13,0.00,133.13,4
ORD-50143,C-26532,2026-06-03,web,US,EUR,162.43,16.24,146.19,1
ORD-50144,C-13413,2026-06-03,web,US,EUR,246.94,49.39,197.55,3
ORD-50145,C-12638,2026-06-03,web,US,EUR,138.66,0.00,138.66,1
ORD-50146,C-11335,2026-06-03,web,US,EUR,457.83,0.00,457.83,2
ORD-50147,C-17496,2026-06-03,web,US,EUR,144.96,14.50,130.46,2
ORD-50148,C-34175,2026-06-03,web,US,EUR,244.61,0.00,244.61,2
ORD-50149,C-20732,2026-06-03,web,US,EUR,306.59,0.00,306.59,3
ORD-50150,C-30444,2026-06-03,web,US,EUR,87.56,0.00,87.56,4
ORD-50151,C-14980,2026-06-03,web,US,EUR,214.53,0.00,214.53,2
ORD-50152,C-49348,2026-06-03,web,US,EUR,84.84,0.00,84.84,1
ORD-50153,C-12691,2026-06-03,web,US,EUR,390.34,78.07,312.27,3
ORD-50154,C-14519,2026-06-03,web,US,EUR,274.41,0.00,274.41,3
ORD-50155,C-42125,2026-06-03,web,US,EUR,45.57,4.56,41.01,1
ORD-50156,C-40129,2026-06-03,web,US,EUR,230.75,0.00,230.75,2
ORD-50157,C-27700,2026-06-03,web,US,EUR,231.61,46.32,185.29,4
ORD-50158,C-27589,2026-06-03,web,US,EUR,244.54,48.91,195.63,3
ORD-50159,C-28279,2026-06-03,web,US,EUR,414.75,0.00,414.75,4
ORD-50160,C-47345,2026-06-03,web,US,EUR,147.30,14.73,132.57,4
ORD-50161,C-31300,2026-06-03,web,US,EUR,188.01,18.80,169.21,2
ORD-50162,C-26931,2026-06-03,web,US,EUR,254.52,0.00,254.52,3
ORD-50163,C-28105,2026-06-03,web,US,EUR,163.05,32.61,130.44,1
ORD-50164,C-15610,2026-06-03,web,US,EUR,267.32,0.00,267.32,2
ORD-50165,C-46384,2026-06-03,web,US,EUR,356.83,35.68,321.15,2
ORD-50166,C-39371,2026-06-03,web,US,EUR,343.87,34.39,309.48,1
ORD-50167,C-36502,2026-06-03,web,US,EUR,80.94,0.00,80.94,2
ORD-50168,C-34184,2026-06-03,web,US,EUR,174.73,34.95,139.78,4
ORD-50169,C-37885,2026-06-03,web,US,EUR,283.53,0.00,283.53,3
ORD-50170,C-27754,2026-06-03,web,US,EUR,194.80,19.48,175.32,3
ORD-50171,C-22621,2026-06-03,web,US,EUR,150.62,0.00,150.62,3
ORD-50172,C-22133,2026-06-03,web,US,EUR,92.60,18.52,74.08,2
ORD-50173,C-28120,2026-06-03,web,US,EUR,135.21,13.52,121.69,3
ORD-50174,C-29414,2026-06-03,web,US,EUR,471.42,0.00,471.42,2
ORD-50175,C-10927,2026-06-03,web,US,EUR,198.79,0.00,198.79,2
ORD-50176,C-46264,2026-06-03,web,US,EUR,160.70,0.00,160.70,3
ORD-50177,C-42170,2026-06-03,web,US,EUR,346.86,0.00,346.86,1
ORD-50178,C-28634,2026-06-03,web,US,EUR,424.00,84.80,339.20,4
ORD-50179,C-22082,2026-06-03,web,US,EUR,250.63,0.00,250.63,1
ORD-50180,C-17476,2026-06-03,web,US,EUR,151.09,15.11,135.98,1
ORD-50181,C-47815,2026-06-03,web,US,EUR,216.31,0.00,216.31,1
ORD-50182,C-29912,2026-06-03,web,US,EUR,106.76,21.35,85.41,1
ORD-50183,C-46573,2026-06-03,web,US,EUR,477.32,0.00,477.32,4
ORD-50184,C-24790,2026-06-03,web,US,EUR,306.78,61.36,245.42,4
ORD-50185,C-38103,2026-06-03,mobile,FR,EUR,234.80,46.96,187.84,3
ORD-50186,C-49952,2026-06-03,mobile,FR,EUR,290.20,0.00,290.20,1
ORD-50187,C-23829,2026-06-03,mobile,FR,EUR,456.94,0.00,456.94,3
ORD-50188,C-25719,2026-06-03,mobile,FR,EUR,330.59,0.00,330.59,2
ORD-50189,C-10175,2026-06-03,mobile,FR,EUR,282.88,0.00,282.88,4
ORD-50190,C-40796,2026-06-03,mobile,FR,EUR,238.22,47.64,190.58,3
ORD-50191,C-28528,2026-06-03,mobile,FR,EUR,54.36,0.00,54.36,4
ORD-50192,C-27337,2026-06-03,mobile,FR,EUR,71.32,0.00,71.32,2
ORD-50193,C-24733,2026-06-03,mobile,FR,EUR,227.06,45.41,181.65,2
ORD-50194,C-14679,2026-06-03,mobile,FR,EUR,439.70,0.00,439.70,1
ORD-50195,C-48996,2026-06-03,mobile,FR,EUR,113.01,0.00,113.01,3
ORD-50196,C-29928,2026-06-03,mobile,FR,EUR,233.23,23.32,209.91,4
ORD-50197,C-45388,2026-06-03,mobile,FR,EUR,454.78,90.96,363.82,4
ORD-50198,C-12612,2026-06-03,mobile,FR,EUR,232.61,46.52,186.09,4
ORD-50199,C-26408,2026-06-03,mobile,FR,EUR,363.19,72.64,290.55,1
ORD-50200,C-48477,2026-06-03,mobile,FR,EUR,80.18,16.04,64.14,1
ORD-50201,C-47764,2026-06-03,mobile,FR,EUR,479.81,0.00,479.81,1
ORD-50202,C-40834,2026-06-03,mobile,FR,EUR,375.77,0.00,375.77,4
ORD-50203,C-48360,2026-06-03,mobile,FR,EUR,443.07,0.00,443.07,4
ORD-50204,C-15979,2026-06-03,mobile,FR,EUR,319.31,31.93,287.38,4
ORD-50205,C-31040,2026-06-03,mobile,FR,EUR,193.10,0.00,193.10,1
ORD-50206,C-36977,2026-06-03,mobile,FR,EUR,417.40,0.00,417.40,4
ORD-50207,C-46051,2026-06-03,mobile,FR,EUR,166.82,16.68,150.14,1
ORD-50208,C-26541,2026-06-03,mobile,FR,EUR,240.12,0.00,240.12,3
ORD-50209,C-43724,2026-06-03,mobile,FR,EUR,91.01,9.10,81.91,1
ORD-50210,C-40276,2026-06-03,mobile,FR,EUR,329.37,65.87,263.50,4
ORD-50211,C-42669,2026-06-03,mobile,EU,EUR,268.11,53.62,214.49,4
ORD-50212,C-27501,2026-06-03,mobile,EU,EUR,374.40,0.00,374.40,2
ORD-50213,C-41766,2026-06-03,mobile,EU,EUR,448.18,44.82,403.36,1
ORD-50214,C-25682,2026-06-03,mobile,EU,EUR,52.70,10.54,42.16,2
ORD-50215,C-46192,2026-06-03,mobile,EU,EUR,176.73,0.00,176.73,4
ORD-50216,C-40241,2026-06-03,mobile,EU,EUR,81.01,0.00,81.01,1
ORD-50217,C-42661,2026-06-03,mobile,EU,EUR,324.99,0.00,324.99,3
ORD-50218,C-37229,2026-06-03,mobile,EU,EUR,263.90,0.00,263.90,4
ORD-50219,C-39935,2026-06-03,mobile,EU,EUR,471.31,0.00,471.31,2
ORD-50220,C-43308,2026-06-03,mobile,EU,EUR,208.78,41.76,167.02,2
ORD-50221,C-37193,2026-06-03,mobile,EU,EUR,420.17,0.00,420.17,3
ORD-50222,C-27509,2026-06-03,mobile,EU,EUR,451.07,90.21,360.86,1
ORD-50223,C-48465,2026-06-03,mobile,EU,EUR,164.45,0.00,164.45,4
ORD-50224,C-45296,2026-06-03,mobile,EU,EUR,420.71,42.07,378.64,4
ORD-50225,C-45614,2026-06-03,mobile,EU,EUR,191.85,38.37,153.48,4
ORD-50226,C-22363,2026-06-03,mobile,EU,EUR,240.35,0.00,240.35,2
ORD-50227,C-36920,2026-06-03,mobile,EU,EUR,291.59,0.00,291.59,1
ORD-50228,C-34984,2026-06-03,mobile,EU,EUR,180.00,18.00,162.00,4
ORD-50229,C-42461,2026-06-03,mobile,EU,EUR,474.90,0.00,474.90,1
ORD-50230,C-31757,2026-06-03,mobile,EU,EUR,95.55,19.11,76.44,1
ORD-50231,C-16534,2026-06-03,mobile,EU,EUR,424.64,42.46,382.18,4
ORD-50232,C-36868,2026-06-03,mobile,EU,EUR,46.75,0.00,46.75,2
ORD-50233,C-32187,2026-06-03,mobile,EU,EUR,72.92,0.00,72.92,4
ORD-50234,C-44971,2026-06-03,mobile,EU,EUR,325.93,0.00,325.93,4
ORD-50235,C-45456,2026-06-03,mobile,EU,EUR,459.82,45.98,413.84,1
ORD-50236,C-28833,2026-06-03,mobile,EU,EUR,311.68,0.00,311.68,2
ORD-50237,C-16451,2026-06-03,mobile,EU,EUR,368.58,36.86,331.72,1
ORD-50238,C-11897,2026-06-03,mobile,EU,EUR,235.22,0.00,235.22,1
ORD-50239,C-29226,2026-06-03,mobile,EU,EUR,182.72,0.00,182.72,3
ORD-50240,C-26003,2026-06-03,mobile,EU,EUR,204.93,0.00,204.93,4
ORD-50241,C-21140,2026-06-03,mobile,EU,EUR,289.01,0.00,289.01,2
ORD-50242,C-25783,2026-06-03,mobile,EU,EUR,74.75,7.48,67.27,4
ORD-50243,C-25216,2026-06-03,mobile,EU,EUR,441.64,0.00,441.64,4
ORD-50244,C-26733,2026-06-03,mobile,EU,EUR,320.68,32.07,288.61,1
ORD-50245,C-28850,2026-06-03,mobile,EU,EUR,435.52,43.55,391.97,2
ORD-50246,C-48507,2026-06-03,mobile,EU,EUR,72.50,0.00,72.50,3
ORD-50247,C-26390,2026-06-03,mobile,EU,EUR,321.13,32.11,289.02,4
ORD-50248,C-35211,2026-06-03,mobile,EU,EUR,411.93,0.00,411.93,4
ORD-50249,C-47481,2026-06-03,mobile,EU,EUR,86.93,8.69,78.24,3
ORD-50250,C-11437,2026-06-03,mobile,UK,EUR,476.78,0.00,476.78,4
ORD-50251,C-13214,2026-06-03,mobile,UK,EUR,160.77,32.15,128.62,4
ORD-50252,C-25081,2026-06-03,mobile,UK,EUR,406.45,0.00,406.45,3
ORD-50253,C-26425,2026-06-03,mobile,UK,EUR,136.36,0.00,136.36,2
ORD-50254,C-30246,2026-06-03,mobile,UK,EUR,316.43,0.00,316.43,4
ORD-50255,C-18612,2026-06-03,mobile,UK,EUR,54.68,0.00,54.68,1
ORD-50256,C-37230,2026-06-03,mobile,UK,EUR,440.24,0.00,440.24,2
ORD-50257,C-33976,2026-06-03,mobile,UK,EUR,128.35,25.67,102.68,3
ORD-50258,C-41578,2026-06-03,mobile,UK,EUR,405.41,0.00,405.41,3
ORD-50259,C-17547,2026-06-03,mobile,UK,EUR,368.49,0.00,368.49,4
ORD-50260,C-24785,2026-06-03,mobile,UK,EUR,463.67,0.00,463.67,4
ORD-50261,C-33971,2026-06-03,mobile,UK,EUR,465.60,93.12,372.48,1
ORD-50262,C-27331,2026-06-03,mobile,UK,EUR,387.90,0.00,387.90,1
ORD-50263,C-48309,2026-06-03,mobile,UK,EUR,240.11,0.00,240.11,4
ORD-50264,C-17100,2026-06-03,mobile,UK,EUR,401.86,0.00,401.86,2
ORD-50265,C-46792,2026-06-03,mobile,UK,EUR,247.45,49.49,197.96,3
ORD-50266,C-14142,2026-06-03,mobile,UK,EUR,442.71,0.00,442.71,4
ORD-50267,C-36758,2026-06-03,mobile,UK,EUR,440.13,0.00,440.13,1
ORD-50268,C-29946,2026-06-03,mobile,UK,EUR,101.50,0.00,101.50,4
ORD-50269,C-45228,2026-06-03,mobile,UK,EUR,91.09,0.00,91.09,2
ORD-50270,C-45402,2026-06-03,mobile,UK,EUR,211.00,0.00,211.00,4
ORD-50271,C-37189,2026-06-03,mobile,UK,EUR,298.43,0.00,298.43,1
ORD-50272,C-12144,2026-06-03,mobile,US,EUR,310.89,0.00,310.89,3
ORD-50273,C-25473,2026-06-03,mobile,US,EUR,135.60,13.56,122.04,3
ORD-50274,C-45682,2026-06-03,mobile,US,EUR,83.72,0.00,83.72,3
ORD-50275,C-22439,2026-06-03,mobile,US,EUR,66.64,0.00,66.64,1
ORD-50276,C-16007,2026-06-03,mobile,US,EUR,457.56,45.76,411.80,2
ORD-50277,C-11399,2026-06-03,mobile,US,EUR,322.35,64.47,257.88,1
ORD-50278,C-18252,2026-06-03,mobile,US,EUR,386.19,0.00,386.19,2
ORD-50279,C-23576,2026-06-03,mobile,US,EUR,70.19,14.04,56.15,2
ORD-50280,C-31532,2026-06-03,mobile,US,EUR,397.74,0.00,397.74,2
ORD-50281,C-10185,2026-06-03,mobile,US,EUR,387.00,77.40,309.60,3
ORD-50282,C-18519,2026-06-03,mobile,US,EUR,417.70,0.00,417.70,3
ORD-50283,C-11689,2026-06-03,mobile,US,EUR,391.35,0.00,391.35,2
ORD-50284,C-48591,2026-06-03,mobile,US,EUR,46.54,0.00,46.54,3
ORD-50285,C-13434,2026-06-03,mobile,US,EUR,46.94,0.00,46.94,2
ORD-50286,C-17448,2026-06-03,mobile,US,EUR,366.36,73.27,293.09,1
ORD-50287,C-43635,2026-06-03,mobile,US,EUR,249.55,0.00,249.55,1
ORD-50288,C-12841,2026-06-03,mobile,US,EUR,238.88,0.00,238.88,3
ORD-50289,C-13986,2026-06-03,mobile,US,EUR,241.54,0.00,241.54,4
ORD-50290,C-17075,2026-06-03,mobile,US,EUR,412.81,41.28,371.53,4
ORD-50291,C-14816,2026-06-03,mobile,US,EUR,353.46,35.35,318.11,1
ORD-50292,C-14304,2026-06-03,mobile,US,EUR,181.73,0.00,181.73,2
ORD-50293,C-45937,2026-06-03,mobile,US,EUR,161.01,32.20,128.81,3
ORD-50294,C-44770,2026-06-03,mobile,US,EUR,207.60,41.52,166.08,3
ORD-50295,C-38193,2026-06-03,mobile,US,EUR,239.63,47.93,191.70,1
ORD-50296,C-46132,2026-06-03,mobile,US,EUR,388.96,0.00,388.96,2
ORD-50297,C-32212,2026-06-03,marketplace,FR,EUR,430.76,43.08,387.68,4
ORD-50298,C-30483,2026-06-03,marketplace,FR,EUR,215.44,0.00,215.44,4
ORD-50299,C-34530,2026-06-03,marketplace,FR,EUR,177.51,0.00,177.51,2
ORD-50300,C-14399,2026-06-03,marketplace,FR,EUR,342.20,34.22,307.98,1
ORD-50301,C-38303,2026-06-03,marketplace,FR,EUR,405.98,0.00,405.98,1
ORD-50302,C-18527,2026-06-03,marketplace,FR,EUR,367.62,0.00,367.62,1
ORD-50303,C-46810,2026-06-03,marketplace,FR,EUR,298.04,59.61,238.43,3
ORD-50304,C-33173,2026-06-03,marketplace,FR,EUR,334.81,33.48,301.33,4
ORD-50305,C-28850,2026-06-03,marketplace,FR,EUR,421.96,0.00,421.96,3
ORD-50306,C-43253,2026-06-03,marketplace,FR,EUR,194.72,38.94,155.78,2
ORD-50307,C-24696,2026-06-03,marketplace,FR,EUR,108.08,10.81,97.27,1
ORD-50308,C-34088,2026-06-03,marketplace,FR,EUR,194.05,38.81,155.24,1
ORD-50309,C-24821,2026-06-03,marketplace,FR,EUR,375.55,75.11,300.44,4
ORD-50310,C-46486,2026-06-03,marketplace,FR,EUR,411.87,82.37,329.50,1
ORD-50311,C-11897,2026-06-03,marketplace,FR,EUR,307.96,0.00,307.96,2
ORD-50312,C-32270,2026-06-03,marketplace,FR,EUR,160.24,0.00,160.24,3
ORD-50313,C-47114,2026-06-03,marketplace,FR,EUR,42.69,0.00,42.69,4
ORD-50314,C-16013,2026-06-03,marketplace,FR,EUR,70.62,0.00,70.62,2
ORD-50315,C-34251,2026-06-03,marketplace,EU,EUR,239.60,0.00,239.60,3
ORD-50316,C-49074,2026-06-03,marketplace,EU,EUR,357.50,71.50,286.00,1
ORD-50317,C-20316,2026-06-03,marketplace,EU,EUR,428.67,0.00,428.67,1
ORD-50318,C-39039,2026-06-03,marketplace,EU,EUR,336.55,0.00,336.55,4
ORD-50319,C-37143,2026-06-03,marketplace,EU,EUR,253.69,25.37,228.32,3
ORD-50320,C-17459,2026-06-03,marketplace,EU,EUR,134.85,26.97,107.88,3
ORD-50321,C-48871,2026-06-03,marketplace,EU,EUR,229.16,0.00,229.16,4
ORD-50322,C-12976,2026-06-03,marketplace,EU,EUR,271.85,0.00,271.85,2
ORD-50323,C-13590,2026-06-03,marketplace,EU,EUR,213.92,42.78,171.14,1
ORD-50324,C-18993,2026-06-03,marketplace,EU,EUR,129.95,0.00,129.95,3
ORD-50325,C-10506,2026-06-03,marketplace,EU,EUR,167.36,0.00,167.36,4
